id,sentence,difficulty
2099,Le pouvoir politique cherche à encadrer le temps libre des salariés: un dimanche avec leur femme au foyer doit les tenir à l'écart des bistrots et relancer la natalité.,C2
2100,"Pour les couples déjà installés, et notamment ceux avec enfants, le problème du partage des tâches domestiques est accentué par une proximité ininterrompue.",B2
2101,"Sur Internet, miroir numérique de nos états d'âme, forums et blogs disent le spleen dominical: ""Le monde tourne au ralenti"".",C2
2102,Merci beaucoup pour cette histoire.,A1
2103,Est-ce que le technicien peut venir ce matin pour réparer la machine ?,A1
2104,"Dès sa création, le travail possède cette dimension pénible et négative liée au seul fait qu'il s'agit d'une action dictée par l'extérieur et qui pèse sur l'être humain Que ce soit dans les religions monothéistes ou polythéistes le travail possède, dans les récits, la caractéristique de n'être pas naturel chez l'Homme, et donc d'être imposé par un élément externe",C2
2105,"L'étonnement de la première jeunesse, à l'aspect d'une société si factice et si travaillée, annonce plutôt un coeur naturel qu'un esprit méchant.",C2
2106,Les enfants aiment faire du vélo avec leur grand-père après l'école.,A1
2107,C'est une coalition hétéroclite qui a remporté la bataille du dimanche.,C2
2108,"En effet, cette tonne va nous jouer ce soir le rôle de Phédon.",B1
2109,J'espères que tu vas bien,A1
2110,"Ensuite, je prends ma douche pour finir de me réveiller",A1
2111,"Par ailleurs, des éducateurs expliquent que ce n'est pas en poursuivant ces enfants que l'on réglera les problèmes des familles.",B1
2112,J'ai un garage pour ma voiture et pour mon vélo.,A2
2113,"Le Golem, qui reçut en effet son nom moderne de robot (serf en tchèque) de Karel Capek dans sa pièce R.U.R, en 1920, apparaît, depuis, sous les traits d'une machine humanoïde. Replacer ce récit dans notre histoire éclaire l'ambivalence observée.",C1
2114,J'ai deux enfants.,A1
2115,"Né en 1887 dans l'Empire austro-hongrois, serrurier de formation et poète par passion, Lajos Kassák est écrivain, peintre et fondateur de revues de l'avant-garde hongroise.",C2
2116,"Ils étaient venus s'établir à D *** pour y suivre un procès qui pouvait rendre entièrement au comte de P *** son ancienne opulence, et comptaient y rester environ deux ans.",C2
2117,"En fait, les peuples de l'Arctique ne peuvent exister indépendamment de leur environnement.",C1
2118,L'école doit former les enfants à se séparer de leur comportement d'usagers pour leur faire adopter une position distanciée qui les aidera à considérer ces langages comme des objets et des véhicules du savoir.,C2
2119,Même si je sais que c'est le repas le plus important de la journée.,A2
2120,Où habitez-vous ?,A1
2121,"Pour l'auteur, le projet renforcera les habitudes de recherche d'informations des élèves.",B2
2122,"Par fortes chaleurs, il est tentant de se découvrir. Une fausse bonne idée, car la peau est alors exposée à la brûlure du soleil.",B2
2123,Cet auteur tellement lu pour sa Grammaire impertinente propose aussi,C2
2124,Il a rencontré un grand succès dans les écoles.,B1
2125,Tous les collèges ne sont pas équipés de casiers .,B2
2126,Avez-vous déjà essayé de redémarrer votre routeur?,B2
2127,"Dès lors, comment sortir de l'impasse ?",B2
2128,"Cette année, dans sa chambre, il y a une terrasse en face de la mer, une grande salle de bains, la télévision et l'air conditionné",A2
2129,Il est trempé comme une soupe.,B1
2130,Je ne trouve plus mon t-shirt rouge.,A1
2131,"Finies les façades grises et ternes, terminée la morosité ambiante : les rues se parent de guirlandes scintillantes et les vitrines rivalisent d'imagination pour leur décoration.",B2
2132,"On bâtit une vie de couple différente, plus centrée sur les amis et les activités sociales, témoigne Philippe Wattier, 53 ans, membre du directoire du Crédit foncier.",C1
2133,Je marchais avec orgueil au milieu des hommes ; je promenais sur eux un regard dominateur,C2
2134,"L'orange est la couleur de certains fruits, comme l'orange qui porte son nom, la clémentine ou l'abricot.",A1
2135,Théo vérifie qu'il a bien fait son lit avant de s'habiller et de partir à l'école,A2
2136,Vous aimez ce film ?,A1
2137,On peut avoir le contrat à condition de faire vite.,B1
2138,Il y a des marchands de poissons et c'est le départ de nombreux bateaux,B1
2139,"Paul Boury, 52 ans, conseiller en communication doté d'un carnet d'adresses en or, est de ces quinquas heureux.",C1
2140,"Si nous étions venus vous voir l'été dernier, est-ce que vous nous auriez accueillis?",B1
2141,"Un enseignement fondé sur l'expérimentation et la pratique, des objectifs d'apprentissage transversaux, des actions tournées en priorité vers la formation continue des enseignants, menées en collaboration avec la communauté scientifique et professionnelle : le travail de défrichage réalisé par la fondation dans le domaine des sciences pourrait s'appliquer parfaitement à la problématique de l'enseignement de la culture informatique.",C2
2142,"Cette anxiété est à l'origine de l'apparition d'un nouveau trouble, spécifique aux smartphones : la nomophobie.",B2
2143,"Parfois, le matin, alors qu'elle était absorbé par quelque tâche solitaire, tout occupée à cueillir des champignons ou des framboises, ou à coudre, ou à lire un livre de philosophie qui l'ennuyait, mais il fallait se cultiver pour lui, ou à lire avec honte et intérêt le courrier du coeur ou l'horoscope d'un hebdomadaire féminin, elle s'entendait tout à coup murmurer tendrement deux mots, sans l'avoir voulu, sans avoir pensé à lui.",C2
2144,"Je vous ai adressé, le B janvier dernier, une demande de congé sabbatique à compterdu le novembre prochain et pour une durée de 9 mois, conformément aux dispositions des articles L122-32-17 et suivants du Code du travail",C1
2145,"Un ouvrier forestier peut doubler son salaire en braconnant un chimpanzé, et le percement des routes permet d'écouler les produits de la chasse vers les grandes villes où un marché florissant se développe.",B2
2146,"Il est donc important de compenser cette perte en mangeant du sel sous peine de développer des troubles graves : contractures musculaires, malaises, convulsions, détresse respiratoire.",C1
2147,Je m'appelle Lucas.,A1
2148,Vous pouvez m'aider ?,A1
2149,Il est interdit de fumer,A2
2150,"S'il pleut, allez visiter le musée Carnavalet sur l'Histoire de Paris et finissez la journée avec une pièce de théâtre à la Comédie-Française.",A2
2151,"Cette année-là, l'hiver est arrivé d'un seul coup avec ses vents, ses brouillards et ses tempêtes de neige.",B1
2152,"Chaque printemps, la Quinzaine du commerce équitable est l'occasion de lancer de grandes campagnes de sensibilisation.",C1
2153,Elle a ouvert la porte de la maison.,A1
2154,"Jour du Seigneur pour les chrétiens ou jour de famille dans l'idéal laïque, il charrie bons et mauvais souvenirs, nostalgie des repas dominicaux ou haine de la parentèle.",C2
2155,"Elle sera indignée, mais son tréfonds aimera.",C2
2156,J'ai reçu un appel.,A2
2157,"Depuis plusieurs années, la présidente de la Seventh Generation Fund, une association de défense des droits autochtones, se bat pour la sauvegarde des bisons du parc de Yellowstone, la seule horde sauvage existant encore aux Etats-Unis.",C1
2158,"Durant l'année scolaire 2001-2002, les violences physiques à caractère sexuel ont représenté 1, 13% des actes de violence recensés par le logiciel de l'Education nationale.",C1
2159,"Autant dire: une humanité sans violence, une nature sans histoire, un monde sans guerre, voué à la simple émulation par les calmes conquêtes de la puissance technique.",C2
2160,Finies mes journées tranquilles,C1
2161,"Lieu de rencontres, les logés y prennent conscience du caractère collectif de la condition vagabonde.",C1
2162,La tribu a maintenant à manger.,A2
2163,Il est injuste de comparer un roman à son adaptation cinématographique.,B2
2164,"Toute la journée, nous sommes inondés d'informations de toute part : messages personnels, professionnels, publicitaires, fils d'infos en continu.",C1
2165,"Cependant, les bougies de l'orchestre s'allumèrent; le lustre descendit du plafond, versant, avec le rayonnement de ses facettes, une gaieté subite dans la salle; puis les musiciens entrèrent les uns après les autres, et ce fut d'abord un long charivari de basses ronflant, de violons grinçant, de pistons trompétant, de flûtes et de flageolets qui piaulaient.",C2
2166,Ainsi la trottinette électrique est maintenant interdite aux moins de 12 ans et une assurance est désormais obligatoire,B2
2167,"Il inclinait légèrement sur l'oreille son chapeau à haute forme assez défraîchi, et battait le pavé de son talon.",C2
2168,J'ai eu très peur,A2
2169,"La feuille de route du robot était notamment de trouver des molécules organiques qui ont pu jouer un rôle dans l'apparition de la vie sur Terre, les comètes étant les objets les plus primitifs du système solaire.",B2
2170,Il commence même déjà à dater.,B2
2171,"Les ordinateurs peuvent être classés selon plusieurs critères tels que le domaine d'application, la taille ou l'architecture.",C1
2172,"Notre garçon de sept ans, et nos jumelles de quatre ans se lèvent quand ils veulent, mais pas plus tard que dix heures",A2
2173,Certains se défendront en citant la nouvelle cuisine censée jadis révolutionner nos habitudes.,B2
2174,Je vais bien.,A1
2175,J'ai ouvert cette école il y a une dizaine d'années pour aider les animaux.,A2
2176,Malgré ces efforts la question de la pertinence de la valeur comptable des entreprises reste toujours d'actualité car il n'y a pas de norme aujourd'hui sur la valeur liée aux actifs intangibles et plus particulièrement aux connaissances,C2
2177,Car les fromages ayant une appellation protégée appartiennent tous à une aire géographique et aux hommes qui l'occupent.,B2
2178,"Le sort, qui semblait contrarier leur passion, ne fit que l'animer.",C1
2179,Y a-t-il de la place pour moi avec vous ?,A1
2180,"Ils avaient trouvé du plaisir à se donner ample carrière, j'en trouvais à les observer et à les décrire ; et ce qu'ils appelaient une perfidie me paraissait un dédommagement tout innocent et très légitime.",C2
2181,Cette tranquillité ne l'effrayait pas moins que s'il eût trouvé le logis en rumeur,C2
2182,Merci beaucoup.,A1
2183,"Mus par un cartésianisme extrémiste, les programmes sont concentrés sur la grammaire et l'apprentissage de règles théoriques, et se fondent principalement sur la mémorisation",C2
2184,"La plupart des philosophes qui se sont prononcés en faveur de la liberté humaine, en faveur de l'existence du libre arbitre, ont accordé une grande valeur à l'expérience intime, immédiate que nous aurions, selon eux, de notre liberté : ""La liberté de notre volonté, écrit Descartes (Principes de la Philosophie, I, art39), se connaît sans preuve par la seule expérience que nous en avons""",C2
2185,"C'est bien là le miracle de l'écriture anglo-saxonne pour rendre parfois passionnants, subtils et addictifs des objets a priori grossiers.",C1
2186,"Dans la rue, on entend ""Vive le vent"", ""Petit Papa Noël"", ""Douce Nuit"" en boucle dans les rues ou dans les magasins aux vitrines richement décorées où les gens cherchent des idées de cadeaux",B2
2187,"L'espace, son espace, transplanté sur une île, l'Islande, qui s'étire jusqu'aux confins de l'exil et qui rejoint des âges sur le retour.",C1
2188,"Chez nous, c'est nuageux.",B1
2189,Je suis impatient de retrouver mes camarades et de connaître mon emploi du temps.,B1
2190,La poitrine contient les deux poumons et le coeur,B1
2191,"Un enchaînement de clichés gênants et agaçants, même quand on a beaucoup d'autodérision.",B2
2192,"Nous avons décidé de travailler sur trois variables instrumentales, la première retenue étant l'individualisme.",B2
2193,"Il était furieux contre le berger, qui avait révélé le secret de la grotte aux serpents.",B1
2194,On pense bien sûr à This Is Us pour les temporalités parallèles qui éclairent les destins des personnages sur plusieurs décennies.,C1
2195,"On a tendance à lui imputer tous les maux de nos sociétés: égoïsme, compétition, exclusion, communautarisme, voire déliquescence morale.",C1
2196,Est-il exorbitant de prétendre qu'un mode de pensée qui accepte l'incertain soit devenu hors jeu ?,C2
2197,Mais elle n'était jamais seule : des soirées entières se passaient sans que je pusse lui dire autre chose en particulier que quelques mots insignifiants ou interrompus.,C2
2198,"Le jeudi est comme le mardi, on ne fait qu'aller à l'école.",A2
2199,"J'ai deux raisons, dont chaque est suffisante seule.",B1
2200,"Là, il pourra visiter la fameuse basilique Notre Dame de Fourvière et contempler la splendide vue panoramique sur la ville de Lyon depuis le belvédère",B2
2201,"Dans cette profession, le renouvellement de personnel est important.",B1
2202,Je regrette tout de suite après car j'ai peur qu'il associe la langue anglaise à quelque chose de désagréable.,B1
2203,Où est-ce que tu travaillais avant d'être avec nous ici ?,B1
2204,"Elle préfère aussi mettre un pull, des chaussettes en laine, des bottes et ses gants pour ne pas avoir froid aux doigts",B1
2205,Les trafiquants d'êtres humains prétendent garder les passeports de leur victimes pour mettre ces documents en lieu sûr.,B2
2206,"Aujourd'hui, on est samedi, nous rendons visite à notre grand-mère",A1
2207,"Le centre commercial est l'endroit idéal pour passer un bon moment avec sa famille, ses amis ou ses collègues de travail.",A2
2208,"Si nous sortons sous la pluie vêtus de la sorte, nous serons malades en un rien de temps.",B1
2209,"Dans ce petit livre paru aux éditions Philippe Rey, les immortels répondent à des questions simples : Doit-on dire déroulé ou déroulement ?",C1
2210,"Mais au rythme auquel les forêts tropicales se dégradent, il devient urgent de traduire sur le terrain une politique propre à pérenniser les ressources forestières.",B2
2211,Tu veux du sucre dans ton café,A2
2212,Comment allez-vous ?,A1
2213,Devien-dront-ils les esclaves de la société postindustrielle?,C2
2214,"La calcitonine est une hormone largement distribuee sur l'echelle de l'evolution, cependant aucune etude biochimique n'a ete entreprise chez les invertebres.",C2
2215,"Après l'ambiance de luxe, ici c'est comme un village tranquille et traditionnel.",B1
2216,Elle a dû faire beaucoup de rééducation mais elle est presque rétablie maintenant.,A2
2217,"Je ne concevais rien à la douleur violente, indomptable, qui déchirait mon coeur.",C2
2218,"Avec elle, il apprendra qu'il ne faut pas aboyer sans raison, monter sur les canapés ou entrer dans les chambres.",B1
2219,"Il traversa alors un petit vestibule qui - tel que certaines pièces aménagées par leur propriétaire pour servir de cadre à une seule oeuvre d'art, dont elles tirent leur nom et, d'une nudité voulue, ne contiennent rien d'autre - exhibait à son entrée, comme quelque précieuse effigie de Benvenuto Cellini représentant un homme de guet, un jeune valet de pied, le corps légèrement fléchi en avant, dressant sur son hausse-col rouge une figure plus rouge encore d'où s'échappaient des torrents de feu, de timidité et de zèle, et qui, perçant les tapisseries d'Aubusson tendues devant le salon où on écoutait la musique, de son regard impétueux, vigilant, éperdu, avait l'air, avec une impassibilité militaire ou une foi surnaturelle - allégorie de l'alarme, incarnation de l'attente, commémoration du branle-bas - d'épier, ange ou vigie, d'une tour de donjon ou de cathédrale, l'apparition de l'ennemi ou l'heure du jugement.",C2
2220,L'Europe veut intervenir afin de donner le droit aux policiers d'écouter électroniquement les conversations de suspects qui utilisent le populaire logiciel de téléphonie par Internet Skype.,C1
2221,Ils ont deux enfants : un fils qui s'appelle André et une fille qui est très gentille,A2
2222,"Le marquis professait une haine vigoureuse pour les lumières : ce sont les idées, disait-il, qui ont perdu l'Italie ; il ne savait trop comment concilier cette sainte horreur de l'instruction, avec le désir de voir son fils Fabrice perfectionner l'éducation si brillamment commencée chez les jésuites.",C2
2223,"Ancien sénateur pendant plus de 35 ans, le démocrate se targue de connaître la maison et de vouloir chercher des accords entre partis au Congrès.",B2
2224,"Le 1er mai correspond à la fête du Travail, et rappelle la lutte des ouvriers pour réduire la journée de travail à huit heures.",A2
2225,Il se compose du thorax et de l'abdomen encore appelé ventre,B1
2226,J'adore amuser les enfants.,A1
2227,"Si vous aviez eu plus de jours de congé, vous seriez partis en voyage itinérant à travers les contrées lointaines d'Amazonie.",B2
2228,"Et celui-là, ce fut Augustin Meaulnes, que les autres élèves appelèrent bientôt le grand Meaulnes.",C1
2229,"Organisée à l'occasion du 700e anniversaire de la mort du poète, la fausse audience prendra la forme d'un congrès qui doit se tenir le 21 mai prochain, selon les informations du Corriere della Sera.",B2
2230,"Cela est, selon moi, d'une valeur inestimable sur le plan du développement culturel, intellectuel et même moral de l'enfant",C2
2231,On peut y aller à pied,B1
2232,"Ce réseau, enfin, prend vie par ceux qui le parcourent et qui l'infléchissent en échangeant recommandations et avertissements sur les chemins à suivre, et ceux à éviter.",C2
2233,"L'avantage des galeries, c'est qu'elles sont souvent gratuites contrairement aux musées dont l'entrée est souvent payante.",B2
2234,"Le romancier qui transforme la vérité constante, brutale et déplaisante, pour en tirer une aventure exceptionnelle et séduisante, doit, sans souci exagéré de la vraisemblance, manipuler les événements à son gré; les préparer et les arranger pour plaire au lecteur, l'émouvoir ou l'attendrir.",C1
2235,"Ca va, merci.",A1
2236,"Enseigner à apprendre, même par ceux qui ne réussissent pas.",A2
2237,"Chez les Musulmans, par exemple, elle est obligatoire avant la prière.",B1
2238,"Les avantages et inconvénients offerts par les deux-roues, et les différents types de motocyclette permettent une utilisation variée, tantôt complémentaire aux véhicules personnels, tantôt concurrentielle.",C1
2239,"Habitant dans la même région, ils vont souvent boire un verre en ville",B1
2240,"En redescendant à pied, il s'arrêtera pour visiter le plus ancien théâtre gallo-romain de France, puis ira dîner dans un bouchon lyonnais, restaurant typique de la ville",B2
2241,On peut voir aussi le fleuve qui traverse la capitale : la Seine.,B1
2242,Il faut commencer par dire que l'Union européenne n'est pas l'Europe.,B1
2243,"Dans le centre de la ville, il y a un très joli quartier, plein de magasins chics et de bons restaurants. Pour se déplacer, il y a des bus, des vélos et un métro.",A2
2244,"Après plusieurs heures de marche, j'atteignis l'énorme bloc de pierre qui porte la petite cité dominée par la grande église.",B2
2245,C'est incroyable qu'il ait fait si beau au mariage de ta soeur l'été dernier!,B1
2246,"Elles le contemplaient toutes les deux, l'approuvant du regard, trouvant qu'il parlait bien et juste, confessant par leur silence ami que leur morale inflexible de Parisiennes n'aurait pas tenu longtemps devant la certitude du secret.",C2
2247,Comment ?,A1
2248,Je m'appelle Henri.,A1
2249,"Eh bien voilà, bienvenue dans mon studio",B1
2250,"Vous eussiez juré que les gens la voyaient, l'entendaient rouler pesamment devant eux, retentissante de tous les trésors enfermés dans ses flancs.",C1
2251,Mais si on n'a pas les moyens de le faire on le fera pas.,A2
2252,Il y a belle lurette que les entreprises françaises se sont délocalisées pour optimiser leurs coûts et s'ouvrir de nouveaux marchés,B2
2253,"Sans doute aussi à la désastreuse organisation universitaire du savoir historique, qui, en France, a été très dommageable !",C2
2254,"Nous sortons au resto, au ciné, au théâtre, nous partons en week-end.",C1
2255,"C'est en décembre 1967, après bien des invectives au Parlement, que sa loi relative à la régulation des naissances, dite loi Neuwirth est votée : elle autorise la vente exclusive des contraceptifs en pharmacie sur ordonnance médicale, avec autorisation parentale pour les mineures",C1
2256,"Elle attachait le plus grand prix à la régularité de la conduite, précisément parce que la sienne n'était pas régulière suivant les notions reçues.",C2
2257,Est-ce que je peux chercher mes valises ?,A1
2258,"La raison invoquée : la mise en péril du mode de vie ancestral du peuple Inuit, du fait des changements climatiques provoqués par les activités humaines.",C1
2259,"Première étape incontournable, dessaler la morue en la plongeant 20 minutes dans un grand volume d'eau bouillante",C1
2260,Comme à la même période ont également amené à penser que le problème de la définition de la valeur réelle des entreprises ne concernait pas seulement les sociétés de hautes technologies mais toutes les sociétés où la part des actifs immatériels ou intangibles est importante,C2
2261,"Le jeune amant, ne pouvant obtenir sa maitresse, se consumait de douleur ; elle lui conseilla de voyager pour l'oublier.",C1
2262,"Depuis l'après-guerre, et jusque dans les années 1990, il s'est produit en Suisse un phénomène dont les effets persistent encore aujourd'hui: les migrantes et migrants sont venus occuper par vagues successives les places les plus basses de l'échelle professionnelle, permettant l'ascension sociale des personnes non issues de la migration.",C1
2263,Que voulez-vous ?,B1
2264,À dimanche!,A1
2265,Le ministre de l'Education nationale a assuré que ces étudiants seront rémunérés pour la réalisation de ces tests.,B2
2266,"Dans certains pays, la prise de décision est aux mains d'un petit groupe de personnes ou de clans au sein du gouvernement qui considèrent les forêts primaires comme une source de revenus personnel à court terme, ce qui entraîne la conclusion de contrats rapportant principalement des bénéfices à l'investisseur et à certains fonctionnaires.",B2
2267,"C'est le cadre idéal pour un dîner romantique, mais c'est aussi un endroit tranquille pour les repas d'affaires.",B1
2268,"Je cherche cette adresse, vous pouvez m'aider ?",A1
2269,"Forestier, tout à fait vautré sur les coussins, riait, buvait, mangeait sans cesse et jetait parfois une parole tellement osée ou tellement crue que les femmes, un peu choquées par la forme et pour la forme, prenaient un petit air gêné qui durait deux ou trois secondes.",C2
2270,"Le montant des recettes des impôts sur l'énergie dépend non seulement du taux d'imposition, mais aussi de la quantité d'énergie consommée, elle-même influencée par la situation économique, les conditions météorologiques et les prix.",C1
2271,"Où sont les toilettes, s'il-vous-plaît ?",A1
2272,La digestion est plus difficile.,A2
2273,Elle est surprise que les étudiants soient toujours en retard.,B1
2274,Je vais prendre la formule à 15 euros.,A1
2275,"C'est une activité en plein développement car aujourd'hui on ne veut plus seulement profiter du pays ou du village qui nous accueille, mais on souhaite de plus en plus participer réellement à la vie de celui-ci.",B1
2276,L'important est que tu prennes du plaisir à écouter ces histoires.,B1
2277,"La charpente et la couverture ne sont plus étanches, les balustrades en granit sont abîmées, certains parements doivent être remplacés ou consolidés, quatre verrières du XIIIe siècle, les plus anciens vitraux répertoriés en Bretagne, ne sont plus protégés.",C1
2278,"Deuxièmement, Spinoza précise bien que les hommes ""se vantent"" d'être libre car le désir d'être libre, même illusoire, est beaucoup plus valorisant pour l'orgueil humain que l'idée d'être totalement déterminé",C2
2279,"Hier, j'ai lu un peu et j'ai dormi sur le divan en cuir.",A2
2280,Il pensait qu'un chef pouvait manger des pizzas et des frites tous les jours.,A2
2281,"Malgré les récentes réformes, le régime public constituant le premier pilier du système de retraite reste confronté à des problèmes de viabilité.",C1
2282,"À l'âge d'un an, il entrera dans une école pour suivre une formation pendant six à huit mois.",B1
2283,Parce que ça renforce vraiment les interactions entre les enseignants et les élèves.,B2
2284,Les horaires de travail sont parfois décalés en fonction de la nature et de la disponibilité des publics contactés (le soir par exemple).,B1
2285,"C'est peut-être un petit frère, un gentil chien comme moi .",A1
2286,"Et d'ajouter, afin de faire de l'école publique un lieu consensuel et inclusif, que les enseignants qui ""outrageraient les croyances religieuses de n'importe qui"" seraient durement sanctionnés.",C2
2287,"Ils l'appelaient tous monseigneur, et ils riaient quand il faisait des contes.",B2
2288,Plus que ça.,A1
2289,"Pendant quelques mois, je ne remarquai rien qui pût captiver mon attention.",C2
2290,J'adore ça.,A2
2291,Le Danemark est le premier pays du monde à autoriser l'accès à internet lors des examens qui peuvent parfois même compter pour la baccalauréat,B1
2292,"On dirait qu'elle ne les a jamais coupés, et ils forment autour de son visage comme une couronne de boucles noires.",B1
2293,"Observant que, à l'exception du changement de mode de scrutin pour les communes dont la population est comprise entre 2 000 et 3 500 habitants, le texte issu des travaux de l'Assemblée nationale avait recueilli une approbation presque unanime de tous les groupes de cette assemblée, le rapporteur a souhaité rappeler que la démarche suivie par les députés, consistait à mettre en oeuvre des solutions permettant d'optimiser la présence des femmes dans la vie politique.",C1
2294,"Si les produits anti, pré et probiotiques agissent sur le comportement, en modifiant la composition de la flore intestinale, ils pourraient donc servir de médicaments psychotropes.",C1
2295,Je vais m'en occuper.,A2
2296,Je tombe sur une dame aimable qui a l'air au courant de mon affaire.,B1
2297,J'ai un colis pour votre voisine mais elle n'est pas là.,B1
2298,Vous avez des frères et soeurs ?,A1
2299,L'univers des francophones est un métissage unique et fertile,C1
2300,"L'Auberge du Presbytère nous attendait, chambre des vicaires",C2
2301,Il eut acheté des méthodes pour apprendre la guitare.,B2
2302,Ils sont heureux.,A1
2303,"D'ici là, ""l'infosphère"" continuera son expansion vertigineuse ; la masse de connaissances double déjà tous les deux ans.",C2
2304,Elle reconnaissait tous les enivrements et les angoisses dont elle avait manqué mourir.,C1
2305,"Pour mieux maîtriser son langage en septembre qu'en juin, l'écrivain Yak Rivais propose une approche très personnelle qui n'en finit pas de séduire",C2
2306,"Elle fait ses devoirs puis prépare le dîner et finalement, elle regarde un film avant d'aller se coucher.",A1
2307,"En attribuant une valeur de flux potentiel aux liens du graphe, la segmentation fondée sur le critère de modularité aboutit à un découpage considéré comme optimal du point de vue de la dynamique démographique interne à chaque compartiment.",C1
2308,"Le modele theorique mis en oeuvre ici s'appuie sur l'idee d'un dispositif representatif qui jouerait sur trois niveaux : scenique, scenographique et enonciatif.",C2
2309,"C'est là, au bout de la rue.",A1
2310,"Je suis bilingue anglais parce qu'en rentrant à la maison après l'école, au lieu de faire mes devoirs, je regardais des séries américaines en version originale",C2
2311,"Entre 1860 et 1880, les bisons ont été éliminés par les Blancs pour nous enlever ce qui faisait notre vie : le coeur de notre culture, de notre spiritualité, mais aussi notre principale ressource et source d'alimentation.",C1
2312,"Un sondage auprès des Français, commandé à l'occasion de la Semaine du son qui commence lundi 21 janvier, montre l'influence majeure du bruit sur la vie quotidienne.",B2
2313,"Malheureusement, seuls les milieux favorisés et plus éduqués sont capables de renverser cette tendance en prenant en compte cet aspect du problème dans leur vie quotidienne.",C1
2314,Presque tous les jeunes déclarent aimer leur collège ou leur lycée.,B2
2315,Le bureau est en face de la machine à café.,A2
2316,Vous souffrîtes du froid intense de l'hiver qui s'engoufrait dans les avenues bondées de passants empressés,C2
2317,Cette loi avait pour objectif de permettre aux croyants et non-croyants de vivre ensemble.,B2
2318,Mais cette initiative suscite par ailleurs beaucoup de réticences.,C2
2319,"Cependant, un recours en urgence a suspendu la décision, imposant le statu quo le temps qu'une cour d'appel examine le dossier, et ce afin d'éviter un ""effet yo-yo"".",C1
2320,"Excusez-moi, serait-il possible de changer de table ?",A2
2321,"Ce n'est une surprise pour personne: avec le semi-confinement et le télétravail, les conflits entre voisins ont augmenté.",B1
2322,"Écris-moi pour me raconter ce que tu fais, comment sont tes nouveaux collègues et comment ça va avec ton chef.",A2
2323,Je sors avec des amis.,A1
2324,La gestion de la complexité sera bien le défi majeur du XXIe siècle.,B2
2325,Marie-Hélène Lahaye a fait et fait beaucoup dans la lutte contre les violences obstétricales et gynécologiques (VOG) mais utilise cette affaire de façon erronée,C1
2326,"Machine intelligente (capable d'apprentissage), utilisée déjà dans le contexte des loisirs, de l'éducation, de la médecine, de la police, de l'armée, de la conquête spatiale, etc., le robot est voué à exécuter toutes les tâches pour lesquelles on voudra, ou pourra, le programmer.",C2
2327,Mais très vite l'usage de la moto se répandit en commençant par être un outil de travail des professions libérales.,C1
2328,"À l'aube de notre modernité, Mary Shelley questionnait la nature humaine et non la machine: le face-à-face entre Frankenstein et sa créature autonome interroge la possibilité d'un homme sans âme.",C1
2329,"Dans la forêt aux éclats dispersés de soleil, immobile forêt d'antique effroi, il allait le long des enchevêtrements, beau et non moins noble que son ancêtre Aaron, frère de Moïse, allait, soudain riant et le plus fou des fils de l'homme, riant d'insigne jeunesse et amour, soudain arrachant une fleur et la mordant, soudain dansant, haut seigneur aux longues bottes, dansant et riant au soleil aveuglant entre les branches, avec grâce dansant, suivi des deux raisonnables bêtes, d'amour et de victoire dansant tandis que ses sujets et créatures de la forêt s'affairaient irresponsablement, mignons lézards vivant leur vie sous les ombrelles feuilletées des grands champignons, mouches dorées traçant des figures géométriques, araignées surgies des touffes de bruyère rose et surveillant des charançons aux trompes préhistoriques, fourmis se tâtant réciproquement et échangeant des signes de passe puis retournant à leurs solitaires activités, pics ambuants auscultant, crapauds esseulés clamant leur nostalgie, timides grillons tintant, criantes chouettes étrangement réveillées.",C2
2330,J'ai perdu ma montre.,A1
2331,"L'objectif étant de susciter un changement d'attitude et un engagement à long terme, et non d'obtenir une quelconque compensation financière, assure-t-on.",C1
2332,Le soir vous pouvez faire un tour en bateau jusqu'à la Tour Eiffel.,A1
2333,"La salle internet est la deuxième salle après les toilettes, à gauche.",A1
2334,"En janvier dernier, j'ai voulu laisser un message sur le répondeur de mon frère.",B1
2335,"Viennent ensuite les personnes âgées, puis les personnes malades ou handicapées, qui font l'objet d'une sollicitude en hausse.",C1
2336,un berger est une personne chargée de guider et de prendre soin des troupeaux de moutons ou plus généralement de bétail.,B1
2337,"Bonjour, je voudrais deux kilos de fraises et un kilo de haricots.",A1
2338,"Des sénateurs républicains mais aussi un démocrate s'étaient ouvertement déclarés contre son arrivée au poste de directrice du Bureau de la gestion et du budget à la Maison Blanche (OMB), un service très puissant, notamment chargé de développer le budget voulu par le président.",B2
2339,Il s'agit vraiment d'introduire l'informatique dans la culture générale.,C2
2340,"En kiosque depuis le 1er mars, le magazine Changer tout résume l'ambition de leur reconversion.",C1
2341,Son père se maria quatre fois et lui donna dix frères et deux soeurs légitimes venus après Léonard.,C1
2342,"Car, en fait, les Français n'ont pas franchement le beau rôle : désagréables, disant non à tout, préférant fumer plutôt que de manger, démarrant leur journée de travail à 10 h 30, ils sont aussi présentés comme étant les rois de l'infidélité, une pratique acceptée de tous, y compris des compagnes ou compagnons trompés.",B2
2343,"Au fond, une grande écharpe en dentelle de Bruges, d'un prix considérable, élargissait un voile d'autel, deux ailes déployées, d'une blancheur rousse ; des volants de point d'alençon se trouvaient jetés en guirlandes ; puis, c'était, à pleines mains, un ruissellement de toutes les dentelles, les marines, les valenciennes, les applications de Bruxelles, les points de Venise, comme une tombée de neige.",C2
